,Station,Year,Month,Day,Hour,Temperature,Dew Point,Pressure,Wind Direction,Wind Speed,Sky Condition,Precipitation 6H
1963,2003\010010,2003,3,27,11,-98,-115,10032,320,70,,
1964,2003\010010,2003,3,27,12,-92,-108,10040,340,80,7,
1965,2003\010010,2003,3,27,13,-91,-115,10049,320,70,,
1966,2003\010010,2003,3,27,14,-89,-111,10056,340,90,,
1967,2003\010010,2003,3,27,15,-88,-112,10060,290,80,7,
1968,2003\010010,2003,3,27,16,-87,-110,10066,310,90,,
1969,2003\010010,2003,3,27,17,-88,-109,10070,330,90,,
1970,2003\010010,2003,3,27,18,-90,-113,10074,340,90,6,
1971,2003\010010,2003,3,27,19,-88,-111,10081,320,70,,
1972,2003\010010,2003,3,27,20,-86,-115,10084,340,90,,
1973,2003\010010,2003,3,27,21,-83,-117,10091,350,60,,
1974,2003\010010,2003,3,27,22,-82,-119,10092,350,70,,
1975,2003\010010,2003,3,27,23,-83,-127,10096,360,50,,
1976,2003\010010,2003,3,28,0,,,,360,60,3,
1977,2003\010010,2003,3,28,1,-83,-120,10096,330,70,,
1978,2003\010010,2003,3,28,2,-83,-116,10098,360,40,,
1979,2003\010010,2003,3,28,3,-83,-114,10094,340,60,,
1980,2003\010010,2003,3,28,4,-79,-106,10095,340,60,,
1981,2003\010010,2003,3,28,5,-78,-106,10096,360,40,,
1982,2003\010010,2003,3,28,6,-65,-86,10097,150,30,7,
1983,2003\010010,2003,3,28,7,-60,-85,10099,120,60,,
1984,2003\010010,2003,3,28,8,-61,-89,10101,120,50,,
1985,2003\010010,2003,3,28,9,-60,-91,10103,110,40,6,
1986,2003\010010,2003,3,28,10,-59,-89,10104,130,30,,
1987,2003\010010,2003,3,28,11,-55,-84,10106,100,50,,
1988,2003\010010,2003,3,28,12,-54,-84,,100,60,6,0
1989,2003\010010,2003,3,28,13,-53,-83,10104,110,60,,
1990,2003\010010,2003,3,28,14,-52,-81,10100,110,70,,
1991,2003\010010,2003,3,28,15,-50,-78,10095,100,80,6,
1992,2003\010010,2003,3,28,16,-50,-77,10085,90,100,,
1993,2003\010010,2003,3,28,17,-49,-75,10079,90,110,,
1994,2003\010010,2003,3,28,18,-48,-74,10073,100,120,6,0
1995,2003\010010,2003,3,28,19,-44,-72,10070,100,130,,
1996,2003\010010,2003,3,28,20,-43,-72,10068,100,130,,
1997,2003\010010,2003,3,28,21,-42,-71,10064,110,130,,
1998,2003\010010,2003,3,28,22,-40,-72,10062,100,120,,
1999,2003\010010,2003,3,28,23,-41,-70,10056,100,140,,
2000,2003\010010,2003,3,29,0,-42,-70,10054,100,130,7,0
2001,2003\010010,2003,3,29,1,-43,-71,10051,90,130,,
2002,2003\010010,2003,3,29,2,-44,-71,10047,90,130,,
2003,2003\010010,2003,3,29,3,-45,-73,10040,100,120,,
2004,2003\010010,2003,3,29,4,-45,-75,10033,100,120,,
2005,2003\010010,2003,3,29,5,-36,-67,10022,100,120,,
2006,2003\010010,2003,3,29,6,-29,-66,10024,100,130,5,0
2007,2003\010010,2003,3,29,7,-22,-63,10025,80,100,,
2008,2003\010010,2003,3,29,8,-16,-59,10026,80,110,,
2009,2003\010010,2003,3,29,9,-17,-52,10027,90,130,7,
2010,2003\010010,2003,3,29,10,-19,-59,10034,90,120,,
2011,2003\010010,2003,3,29,11,-18,-63,10030,90,120,,
2012,2003\010010,2003,3,29,12,-13,-60,10033,90,110,7,0
2013,2003\010010,2003,3,29,13,-14,-51,10033,90,100,,
2014,2003\010010,2003,3,29,14,-18,-53,10033,90,120,,
2015,2003\010010,2003,3,29,15,-20,-62,10037,100,100,6,
2016,2003\010010,2003,3,29,16,-23,-69,10039,110,110,,
2017,2003\010010,2003,3,29,17,-23,-68,10044,120,70,,
2018,2003\010010,2003,3,29,18,-25,-80,10048,20,50,5,0
2019,2003\010010,2003,3,29,19,-29,-81,10055,10,60,,
2020,2003\010010,2003,3,29,20,-32,-83,10064,350,90,,
2021,2003\010010,2003,3,29,21,-32,-80,10069,340,80,,
2022,2003\010010,2003,3,29,22,-34,-81,10081,350,70,,
2023,2003\010010,2003,3,29,23,-36,-77,10086,340,70,,
2024,2003\010010,2003,3,30,0,-37,-87,10097,330,50,4,0
2025,2003\010010,2003,3,30,1,-35,-79,10107,110,80,,
2026,2003\010010,2003,3,30,2,-36,-86,10118,90,80,,
2027,2003\010010,2003,3,30,3,-43,-104,10121,350,20,,
2028,2003\010010,2003,3,30,4,-40,-84,10130,70,40,,
2029,2003\010010,2003,3,30,5,-40,-77,10137,100,80,,
2030,2003\010010,2003,3,30,6,-45,-77,10145,90,80,7,0
2031,2003\010010,2003,3,30,7,-45,-76,10153,100,60,,
2032,2003\010010,2003,3,30,8,-46,-80,10160,110,50,,
2033,2003\010010,2003,3,30,9,-46,-82,10167,120,50,7,
2034,2003\010010,2003,3,30,10,-44,-86,10171,120,40,,
2035,2003\010010,2003,3,30,11,-44,-85,10175,140,30,,
2036,2003\010010,2003,3,30,12,-45,-76,10178,160,30,8,
2037,2003\010010,2003,3,30,13,-43,-74,10179,190,30,,
2038,2003\010010,2003,3,30,14,-42,-70,10180,210,40,,
2039,2003\010010,2003,3,30,15,-40,-64,10179,210,40,8,
2040,2003\010010,2003,3,30,16,-40,-56,10174,220,40,,
2041,2003\010010,2003,3,30,17,-36,-54,10171,200,50,,
2042,2003\010010,2003,3,30,18,-34,-51,10168,220,60,7,
2043,2003\010010,2003,3,30,19,-28,-61,10162,210,80,,
2044,2003\010010,2003,3,30,20,-29,-69,10158,230,50,,
2045,2003\010010,2003,3,30,21,-28,-81,10156,220,70,,
2046,2003\010010,2003,3,30,22,-28,-75,10153,220,70,,
2047,2003\010010,2003,3,30,23,-24,-68,10144,200,90,,
2048,2003\010010,2003,3,31,0,-23,-73,10135,190,90,8,
2049,2003\010010,2003,3,31,1,-22,-65,10125,190,60,,
2050,2003\010010,2003,3,31,2,-17,-63,10112,170,90,,
2051,2003\010010,2003,3,31,3,-17,-49,10098,170,90,,
2052,2003\010010,2003,3,31,4,-15,-56,10081,160,90,,
2053,2003\010010,2003,3,31,5,-15,-38,10067,150,90,,
2054,2003\010010,2003,3,31,6,-14,-34,10053,150,110,,
2055,2003\010010,2003,3,31,7,-11,-33,10040,140,100,,
2056,2003\010010,2003,3,31,8,-11,-25,10023,130,90,,
2057,2003\010010,2003,3,31,9,-13,-24,10006,120,90,8,
2058,2003\010010,2003,3,31,10,-12,-19,9985,110,100,,
2059,2003\010010,2003,3,31,11,-11,-16,9962,110,110,,
2060,2003\010010,2003,3,31,12,-9,-14,9934,90,100,8,
2061,2003\010010,2003,3,31,13,-9,-13,9908,80,130,,
2062,2003\010010,2003,3,31,14,-7,-11,9877,80,140,,
2063,2003\010010,2003,3,31,15,-3,-7,9849,90,140,9,
2064,2003\010010,2003,3,31,16,-2,-5,9826,80,120,,
2065,2003\010010,2003,3,31,17,-1,-4,9809,90,90,,
2066,2003\010010,2003,3,31,18,0,-3,9795,90,60,8,
2067,2003\010010,2003,3,31,19,-2,-5,9785,150,10,,
2068,2003\010010,2003,3,31,20,-3,-6,9780,80,10,,
2069,2003\010010,2003,3,31,21,-4,-7,9773,200,20,,
2070,2003\010010,2003,3,31,22,-5,-8,9765,330,100,,
2071,2003\010010,2003,3,31,23,-10,-13,9764,360,110,,
2072,2003\010010,2003,4,1,0,-11,-15,9760,360,120,7,51
2073,2003\010010,2003,4,1,1,-18,-22,9756,360,140,,
2074,2003\010010,2003,4,1,2,-21,-26,9752,360,150,,
2075,2003\010010,2003,4,1,3,-21,-25,9752,10,150,,
2076,2003\010010,2003,4,1,4,-24,-28,9755,10,170,,
2077,2003\010010,2003,4,1,5,-27,-31,9762,10,160,,
2078,2003\010010,2003,4,1,6,-28,-32,9778,20,190,9,
2079,2003\010010,2003,4,1,7,-34,-39,9792,10,170,,
2080,2003\010010,2003,4,1,8,-37,-42,9808,10,160,,
2081,2003\010010,2003,4,1,9,-41,-47,9822,10,180,9,
2082,2003\010010,2003,4,1,10,-41,-47,9831,10,190,,
2083,2003\010010,2003,4,1,11,-45,-52,9844,10,170,,
2084,2003\010010,2003,4,1,12,-40,-46,9854,10,190,8,41
2085,2003\010010,2003,4,1,13,-42,-49,9864,10,200,,
2086,2003\010010,2003,4,1,14,-45,-54,9884,10,170,,
2087,2003\010010,2003,4,1,15,-52,-63,9905,10,180,8,
2088,2003\010010,2003,4,1,16,-57,-71,9921,10,160,,
2089,2003\010010,2003,4,1,17,-61,-78,9941,10,130,,
2090,2003\010010,2003,4,1,18,-70,-94,9955,10,140,7,
2091,2003\010010,2003,4,1,19,-75,-97,9967,360,110,,
2092,2003\010010,2003,4,1,20,-77,-105,9978,360,110,,
2093,2003\010010,2003,4,1,21,-82,-98,9988,350,100,,
2094,2003\010010,2003,4,1,22,-87,-109,9997,350,110,,
2095,2003\010010,2003,4,1,23,-87,-110,10000,350,140,,
2096,2003\010010,2003,4,2,0,-87,-117,10012,350,120,7,
2097,2003\010010,2003,4,2,1,-90,-128,10023,10,110,,
2098,2003\010010,2003,4,2,2,-92,-134,10038,350,120,,
2099,2003\010010,2003,4,2,3,-93,-130,10044,340,100,,
2100,2003\010010,2003,4,2,4,-95,-130,10055,350,110,,
2101,2003\010010,2003,4,2,5,-99,-132,10060,350,110,,
2102,2003\010010,2003,4,2,6,100,-130,10066,340,100,8,
2103,2003\010010,2003,4,2,7,101,-134,10073,350,100,,
2104,2003\010010,2003,4,2,8,101,-127,10080,350,90,,
2105,2003\010010,2003,4,2,9,102,-141,10086,350,110,7,
2106,2003\010010,2003,4,2,10,102,-136,10092,350,90,,
2107,2003\010010,2003,4,2,11,104,-141,10100,340,90,,
2108,2003\010010,2003,4,2,12,103,-137,10105,350,100,8,
2109,2003\010010,2003,4,2,13,104,-131,10106,340,110,,
2110,2003\010010,2003,4,2,14,103,-143,10110,330,100,,
2111,2003\010010,2003,4,2,15,104,-143,10116,350,100,7,
2112,2003\010010,2003,4,2,16,105,-137,10116,350,100,,
2113,2003\010010,2003,4,2,17,106,-133,10120,340,90,,
2114,2003\010010,2003,4,2,18,104,-138,10124,350,60,7,
2115,2003\010010,2003,4,2,19,106,-135,10125,330,70,,
2116,2003\010010,2003,4,2,20,107,-139,10129,340,70,,
2117,2003\010010,2003,4,2,21,107,-142,10132,360,70,,
2118,2003\010010,2003,4,2,22,108,-150,10133,340,50,,
2119,2003\010010,2003,4,2,23,108,-155,10132,360,50,,
2120,2003\010010,2003,4,3,0,106,-151,10133,350,40,7,
2121,2003\010010,2003,4,3,2,106,-148,10129,10,50,,
2122,2003\010010,2003,4,3,3,109,-153,10127,360,50,,
2123,2003\010010,2003,4,3,4,109,-149,10123,360,50,,
2124,2003\010010,2003,4,3,5,108,-142,10122,350,60,,
2125,2003\010010,2003,4,3,6,108,-151,10122,350,60,6,
2126,2003\010010,2003,4,3,7,106,-142,10117,350,60,,
2127,2003\010010,2003,4,3,8,102,-136,10116,350,60,,
2128,2003\010010,2003,4,3,9,-95,-136,10113,10,50,6,
2129,2003\010010,2003,4,3,10,-95,-139,10103,10,50,,
2130,2003\010010,2003,4,3,11,-94,-138,10100,10,50,,
2131,2003\010010,2003,4,3,12,-90,-139,10099,360,40,5,
2132,2003\010010,2003,4,3,14,-82,-145,10092,340,20,,
2133,2003\010010,2003,4,3,15,-85,-124,10085,20,70,7,
2134,2003\010010,2003,4,3,16,-83,-124,10079,30,50,,
2135,2003\010010,2003,4,3,17,-80,-128,10082,40,50,,
2136,2003\010010,2003,4,3,18,-80,-136,10087,40,60,7,
2137,2003\010010,2003,4,3,19,-78,-118,10095,10,60,,
2138,2003\010010,2003,4,3,20,-80,-116,10106,20,80,,
2139,2003\010010,2003,4,3,21,-78,-110,10114,10,70,,
2140,2003\010010,2003,4,3,23,-80,-107,10138,10,70,,
2141,2003\010010,2003,4,4,0,-80,-123,10147,10,60,7,
2142,2003\010010,2003,4,4,1,-78,-134,10156,10,50,,
2143,2003\010010,2003,4,4,2,-78,-125,10160,20,50,,
2144,2003\010010,2003,4,4,3,-79,-127,10168,350,30,,
2145,2003\010010,2003,4,4,4,-83,-125,10171,10,50,,
2146,2003\010010,2003,4,4,5,-87,-127,10177,30,50,,
2147,2003\010010,2003,4,4,6,-90,-120,10180,10,60,8,
2148,2003\010010,2003,4,4,7,-97,-123,10187,20,90,,
2149,2003\010010,2003,4,4,8,105,-129,10198,360,110,,
2150,2003\010010,2003,4,4,9,109,-128,10215,350,90,7,
2151,2003\010010,2003,4,4,10,113,-140,10237,350,80,,
2152,2003\010010,2003,4,4,11,121,-153,10250,350,100,,
2153,2003\010010,2003,4,4,12,124,-156,10263,350,110,7,
2154,2003\010010,2003,4,4,13,126,-154,10274,340,100,,
2155,2003\010010,2003,4,4,14,122,-155,10286,340,110,,
2156,2003\010010,2003,4,4,15,122,-154,10295,350,110,7,
2157,2003\010010,2003,4,4,16,120,-138,10307,350,110,,
2158,2003\010010,2003,4,4,17,117,-142,10317,350,110,,
2159,2003\010010,2003,4,4,18,107,-137,10327,350,100,7,
2160,2003\010010,2003,4,4,19,104,-126,10334,350,90,,
2161,2003\010010,2003,4,4,20,-98,-133,10345,350,90,,
2162,2003\010010,2003,4,4,21,-97,-138,10354,360,90,,
2163,2003\010010,2003,4,4,22,-96,-135,10359,10,100,,
2164,2003\010010,2003,4,4,23,-97,-133,10364,10,80,,
2165,2003\010010,2003,4,5,0,-98,-136,10373,350,100,7,
2166,2003\010010,2003,4,5,1,101,-134,10378,360,70,,
2167,2003\010010,2003,4,5,2,104,-142,10385,360,70,,
2168,2003\010010,2003,4,5,3,101,-130,10387,340,70,,
2169,2003\010010,2003,4,5,4,101,-133,10387,350,70,,
2170,2003\010010,2003,4,5,5,-97,-129,10390,330,40,,
2171,2003\010010,2003,4,5,6,-95,-126,10397,340,40,7,
2172,2003\010010,2003,4,5,7,-96,-128,10388,350,40,,
2173,2003\010010,2003,4,5,8,-94,-125,10391,350,60,,
2174,2003\010010,2003,4,5,9,-88,-119,10390,360,40,7,
2175,2003\010010,2003,4,5,10,-83,-114,10388,20,20,,
2176,2003\010010,2003,4,5,11,-74,-111,10390,270,10,,
2177,2003\010010,2003,4,5,12,-69,-112,10388,190,20,7,
2178,2003\010010,2003,4,5,13,-68,-101,10384,170,30,,
2179,2003\010010,2003,4,5,14,-68,-94,10378,140,50,,
2180,2003\010010,2003,4,5,15,-62,-94,10369,150,50,7,
2181,2003\010010,2003,4,5,16,-63,-91,10365,140,50,,
2182,2003\010010,2003,4,5,17,-57,-84,10354,140,70,,
2183,2003\010010,2003,4,5,18,-47,-84,10345,170,80,7,
2184,2003\010010,2003,4,5,19,-43,-71,10334,160,80,,
2185,2003\010010,2003,4,5,20,-39,-73,10322,160,90,,
2186,2003\010010,2003,4,5,21,-29,-58,10311,170,90,,
2187,2003\010010,2003,4,5,23,-17,-55,10284,180,110,,
2188,2003\010010,2003,4,6,0,-14,-39,10274,180,100,8,
2189,2003\010010,2003,4,6,1,-15,-27,10265,190,90,,
2190,2003\010010,2003,4,6,2,-13,-21,10251,180,90,,
2191,2003\010010,2003,4,6,3,-10,-19,10235,190,110,,
2192,2003\010010,2003,4,6,4,-8,-14,10221,170,80,,
2193,2003\010010,2003,4,6,5,-6,-12,10210,180,60,,
2194,2003\010010,2003,4,6,6,-3,-8,10198,180,50,,
2195,2003\010010,2003,4,6,7,-3,-8,10188,200,40,,
2196,2003\010010,2003,4,6,8,-1,-6,10177,220,30,,
2197,2003\010010,2003,4,6,9,1,-5,10164,220,20,8,
2198,2003\010010,2003,4,6,10,5,-1,10156,230,40,,
2199,2003\010010,2003,4,6,11,2,-4,10152,200,50,,
2200,2003\010010,2003,4,6,12,2,-3,10146,200,50,8,8
2201,2003\010010,2003,4,6,13,1,-5,10141,200,40,,
2202,2003\010010,2003,4,6,14,-1,-6,10138,210,40,,
2203,2003\010010,2003,4,6,15,-3,-8,10138,190,30,8,
2204,2003\010010,2003,4,6,16,-6,-11,10138,190,30,,
2205,2003\010010,2003,4,6,17,-6,-11,10135,180,20,,
2206,2003\010010,2003,4,6,18,-5,-10,10135,150,10,9,
2207,2003\010010,2003,4,6,19,-6,-11,10132,160,10,,
2208,2003\010010,2003,4,6,20,-6,-11,10129,150,10,,
2209,2003\010010,2003,4,6,21,-5,-10,10126,200,10,,
2210,2003\010010,2003,4,6,22,-4,-9,10120,60,10,,
2211,2003\010010,2003,4,6,23,0,-5,10111,20,10,,
2212,2003\010010,2003,4,7,0,3,-3,10099,230,20,,
2213,2003\010010,2003,4,7,1,5,-3,10094,190,30,,
2214,2003\010010,2003,4,7,2,3,-6,10084,160,40,,
2215,2003\010010,2003,4,7,3,0,-5,10075,200,80,,
2216,2003\010010,2003,4,7,4,0,-5,10060,200,60,,
2217,2003\010010,2003,4,7,5,-1,-5,10045,180,50,,
2218,2003\010010,2003,4,7,6,2,-3,10028,200,40,9,
2219,2003\010010,2003,4,7,7,10,5,10010,170,100,,
2220,2003\010010,2003,4,7,8,11,6,10004,180,100,,
2221,2003\010010,2003,4,7,9,6,1,9998,200,90,8,
2222,2003\010010,2003,4,7,10,10,5,9992,210,90,,
2223,2003\010010,2003,4,7,11,13,7,9987,210,110,,
2224,2003\010010,2003,4,7,12,14,5,9984,200,100,8,
2225,2003\010010,2003,4,7,13,32,21,9987,240,90,,
2226,2003\010010,2003,4,7,14,30,-8,9995,260,110,,
2227,2003\010010,2003,4,7,15,20,-9,10005,260,100,7,
2228,2003\010010,2003,4,7,16,20,-10,10008,260,100,,
2229,2003\010010,2003,4,7,17,10,-5,10009,210,90,,
2230,2003\010010,2003,4,7,18,12,0,10009,210,100,6,
2231,2003\010010,2003,4,7,19,11,-3,10012,210,100,,
2232,2003\010010,2003,4,7,20,10,-8,10012,210,90,,
2233,2003\010010,2003,4,7,21,12,-9,10015,210,90,,
2234,2003\010010,2003,4,7,22,17,-12,10017,220,100,,
2235,2003\010010,2003,4,7,23,15,-18,10020,220,90,,
2236,2003\010010,2003,4,8,0,14,-15,10021,220,90,6,
2237,2003\010010,2003,4,8,1,15,-23,10023,230,100,,
2238,2003\010010,2003,4,8,2,14,-17,10027,220,110,,
2239,2003\010010,2003,4,8,3,16,-17,10028,240,110,,
2240,2003\010010,2003,4,8,4,17,-17,10031,250,110,,
2241,2003\010010,2003,4,8,5,15,-19,10035,240,100,,
2242,2003\010010,2003,4,8,6,13,-16,10041,260,130,5,
2243,2003\010010,2003,4,8,7,14,-15,10050,260,120,,
2244,2003\010010,2003,4,8,8,11,-15,10068,250,100,,
2245,2003\010010,2003,4,8,9,9,-15,10080,240,70,5,
2246,2003\010010,2003,4,8,10,9,-16,10086,220,60,,
2247,2003\010010,2003,4,8,11,17,-12,10090,230,70,,
2248,2003\010010,2003,4,8,12,19,-13,10096,230,70,8,0
2249,2003\010010,2003,4,8,13,10,-6,10100,210,50,,
2250,2003\010010,2003,4,8,14,10,-5,10105,200,70,,
2251,2003\010010,2003,4,8,15,11,-6,10107,210,60,8,
2252,2003\010010,2003,4,8,16,9,-5,10102,220,10,,
2253,2003\010010,2003,4,8,17,5,-9,10098,100,20,,
2254,2003\010010,2003,4,8,18,4,-8,10089,120,70,8,
2255,2003\010010,2003,4,8,19,8,-1,10088,210,30,,
2256,2003\010010,2003,4,8,20,12,4,10085,200,30,,
2257,2003\010010,2003,4,8,21,10,2,10079,190,10,,
2258,2003\010010,2003,4,8,22,15,8,10078,220,40,,
2259,2003\010010,2003,4,8,23,10,4,10079,200,60,,
2260,2003\010010,2003,4,9,0,11,6,10077,190,60,8,20
2261,2003\010010,2003,4,9,1,3,-2,10077,170,50,,
2262,2003\010010,2003,4,9,2,9,4,10076,170,40,,
2263,2003\010010,2003,4,9,3,8,3,10077,220,20,,
2264,2003\010010,2003,4,9,4,15,10,10077,190,50,,
2265,2003\010010,2003,4,9,5,19,14,10076,200,90,,
2266,2003\010010,2003,4,9,6,20,15,10081,200,70,8,
2267,2003\010010,2003,4,9,7,20,13,10086,180,50,,
2268,2003\010010,2003,4,9,9,28,18,10092,210,60,8,
2269,2003\010010,2003,4,9,10,30,17,10096,200,80,,
2270,2003\010010,2003,4,9,11,26,12,10102,190,70,,
2271,2003\010010,2003,4,9,12,25,12,10105,180,70,8,0
2272,2003\010010,2003,4,9,13,22,10,10109,180,70,,
2273,2003\010010,2003,4,9,14,24,13,10113,200,90,,
2274,2003\010010,2003,4,9,15,22,14,10119,210,80,8,
2275,2003\010010,2003,4,9,16,20,13,10128,200,60,,
2276,2003\010010,2003,4,9,17,18,12,10133,210,60,,
2277,2003\010010,2003,4,9,18,19,13,10136,210,70,8,
2278,2003\010010,2003,4,9,19,15,9,10147,210,70,,
2279,2003\010010,2003,4,9,20,16,10,10154,220,60,,
2280,2003\010010,2003,4,9,21,15,8,10165,220,30,,
2281,2003\010010,2003,4,9,22,18,11,10170,190,30,,
2282,2003\010010,2003,4,9,23,9,1,10181,70,20,,
2283,2003\010010,2003,4,10,0,6,-2,10189,60,30,5,
2284,2003\010010,2003,4,10,1,5,-2,10197,10,10,,
2285,2003\010010,2003,4,10,2,-1,-7,10203,60,10,,
2286,2003\010010,2003,4,10,3,-3,-9,10205,40,20,,
2287,2003\010010,2003,4,10,4,-4,-9,10207,50,30,,
2288,2003\010010,2003,4,10,5,-3,-8,10215,240,20,,
2289,2003\010010,2003,4,10,6,-8,-13,10217,200,20,9,
2290,2003\010010,2003,4,10,7,-8,-13,10221,210,40,,
2291,2003\010010,2003,4,10,9,2,-3,10223,180,30,8,
2292,2003\010010,2003,4,10,10,3,-2,10227,300,20,,
2293,2003\010010,2003,4,10,11,11,6,10225,330,20,,
2294,2003\010010,2003,4,10,12,14,9,10227,170,30,9,
2295,2003\010010,2003,4,10,13,9,4,10227,170,10,,
2296,2003\010010,2003,4,10,14,10,5,10227,210,10,,
2297,2003\010010,2003,4,10,15,15,10,10227,210,20,8,
2298,2003\010010,2003,4,10,16,19,13,10222,220,30,,
2299,2003\010010,2003,4,10,17,16,10,10221,200,20,,
2300,2003\010010,2003,4,10,18,12,6,10222,190,10,8,
2301,2003\010010,2003,4,10,19,11,6,10224,120,40,,
2302,2003\010010,2003,4,10,20,12,7,10224,110,40,,
2303,2003\010010,2003,4,10,21,14,9,10218,100,40,,
2304,2003\010010,2003,4,10,22,17,11,10216,110,60,,
2305,2003\010010,2003,4,10,23,16,10,10215,110,60,,
2306,2003\010010,2003,4,11,0,15,9,10213,120,50,8,5
2307,2003\010010,2003,4,11,1,13,7,10212,160,30,,
2308,2003\010010,2003,4,11,2,15,9,10207,120,50,,
2309,2003\010010,2003,4,11,3,15,8,10203,120,20,,
2310,2003\010010,2003,4,11,4,14,7,10197,120,40,,
2311,2003\010010,2003,4,11,5,13,6,10192,130,40,,
2312,2003\010010,2003,4,11,6,12,5,10190,120,60,8,
2313,2003\010010,2003,4,11,7,12,5,10189,120,50,,
2314,2003\010010,2003,4,11,8,11,5,10189,120,50,,
2315,2003\010010,2003,4,11,9,14,7,10185,120,50,8,
2316,2003\010010,2003,4,11,10,14,7,10184,120,40,,
2317,2003\010010,2003,4,11,11,16,8,10180,230,10,,
2318,2003\010010,2003,4,11,12,18,9,10178,200,20,7,
2319,2003\010010,2003,4,11,13,17,4,10175,190,20,,
2320,2003\010010,2003,4,11,14,18,5,10171,210,20,,
2321,2003\010010,2003,4,11,15,18,6,10164,130,30,8,
2322,2003\010010,2003,4,11,16,18,6,10160,100,20,,
2323,2003\010010,2003,4,11,17,21,8,10154,110,50,,
2324,2003\010010,2003,4,11,18,24,13,10151,130,60,8,-1
2325,2003\010010,2003,4,11,19,16,6,10151,110,20,,
2326,2003\010010,2003,4,11,20,18,10,10152,200,20,,
2327,2003\010010,2003,4,11,21,12,2,10151,190,20,,
2328,2003\010010,2003,4,11,22,9,-2,10148,120,50,,
2329,2003\010010,2003,4,11,23,11,0,10145,120,50,,
2330,2003\010010,2003,4,12,0,8,-5,10139,120,30,8,0
2331,2003\010010,2003,4,12,1,7,-6,10135,120,40,,
2332,2003\010010,2003,4,12,2,13,-3,10128,110,60,,
2333,2003\010010,2003,4,12,3,12,-4,10122,330,10,,
2334,2003\010010,2003,4,12,4,13,0,10120,20,10,,
2335,2003\010010,2003,4,12,5,8,-3,10115,60,30,,
2336,2003\010010,2003,4,12,6,10,-4,10111,50,30,8,0
2337,2003\010010,2003,4,12,7,12,-4,10106,20,10,,
2338,2003\010010,2003,4,12,8,3,-5,10107,50,40,,
2339,2003\010010,2003,4,12,9,3,-5,10100,50,10,8,
2340,2003\010010,2003,4,12,10,6,-3,10094,90,30,,
2341,2003\010010,2003,4,12,11,9,-2,10089,300,30,,
2342,2003\010010,2003,4,12,12,20,4,10086,190,20,6,5
2343,2003\010010,2003,4,12,13,23,5,10083,80,30,,
2344,2003\010010,2003,4,12,14,18,2,10079,320,10,,
2345,2003\010010,2003,4,12,15,20,5,10078,260,10,8,
2346,2003\010010,2003,4,12,16,14,0,10078,200,10,,
2347,2003\010010,2003,4,12,17,17,4,10079,210,10,,
2348,2003\010010,2003,4,12,18,15,1,10079,110,10,8,
2349,2003\010010,2003,4,12,19,12,-1,10082,0,0,,
2350,2003\010010,2003,4,12,20,9,-3,10085,350,10,,
2351,2003\010010,2003,4,12,21,9,-2,10088,50,10,,
2352,2003\010010,2003,4,12,22,8,-3,10091,60,10,,
2353,2003\010010,2003,4,12,23,8,-1,10093,10,20,,
2354,2003\010010,2003,4,13,0,6,-2,10097,60,20,7,8
2355,2003\010010,2003,4,13,1,5,-3,10099,200,10,,
2356,2003\010010,2003,4,13,2,5,-3,10102,260,10,,
2357,2003\010010,2003,4,13,3,5,-5,10109,0,0,,
2358,2003\010010,2003,4,13,4,2,-8,10115,210,30,,
2359,2003\010010,2003,4,13,5,0,-8,10120,120,10,,
2360,2003\010010,2003,4,13,6,1,-8,10125,100,10,7,
2361,2003\010010,2003,4,13,7,0,-8,10129,160,10,,
2362,2003\010010,2003,4,13,8,0,-8,10136,150,20,,
2363,2003\010010,2003,4,13,9,3,-9,10142,160,30,7,
2364,2003\010010,2003,4,13,10,2,-8,10146,190,20,,
2365,2003\010010,2003,4,13,11,4,-6,10149,180,20,,
2366,2003\010010,2003,4,13,12,10,-6,10155,240,30,8,0
2367,2003\010010,2003,4,13,13,12,-9,10159,250,50,,
2368,2003\010010,2003,4,13,14,5,-8,10160,300,120,,
2369,2003\010010,2003,4,13,15,-5,-21,10172,290,80,6,
2370,2003\010010,2003,4,13,16,-12,-31,10176,300,80,,
2371,2003\010010,2003,4,13,17,-13,-31,10182,280,80,,
2372,2003\010010,2003,4,13,18,-14,-34,10186,300,90,2,0
2373,2003\010010,2003,4,13,19,-14,-37,10192,270,50,,
2374,2003\010010,2003,4,13,20,-12,-35,10198,120,20,,
2375,2003\010010,2003,4,13,21,-13,-27,10201,210,70,,
2376,2003\010010,2003,4,13,22,-17,-28,10204,220,70,,
2377,2003\010010,2003,4,13,23,-16,-25,10207,220,60,,
2378,2003\010010,2003,4,14,0,-15,-20,10210,210,60,6,
2379,2003\010010,2003,4,14,1,-15,-20,10213,220,60,,
2380,2003\010010,2003,4,14,2,-15,-20,10215,210,50,,
2381,2003\010010,2003,4,14,3,-14,-19,10215,200,50,,
2382,2003\010010,2003,4,14,4,-14,-19,10215,210,40,,
2383,2003\010010,2003,4,14,5,-12,-16,10218,200,30,,
2384,2003\010010,2003,4,14,6,-10,-15,10218,200,20,8,
2385,2003\010010,2003,4,14,7,-7,-11,10221,150,30,,
2386,2003\010010,2003,4,14,8,-6,-10,10220,160,30,,
2387,2003\010010,2003,4,14,9,-4,-8,10219,150,50,8,
2388,2003\010010,2003,4,14,10,0,-5,10216,180,40,,
2389,2003\010010,2003,4,14,11,5,-1,10214,150,40,,
